Title,Price,Location,Location_Detail,Area,Floor_Number,Building_Floor,Floor_Type,Balcony,Year,Garage,Window,Window_Count,Door,Elevator,Payment_Condition,Construction_Status,Description,Image,Agent_Images,Title_Link,Price_Link,Published_Date,Date,Ad_Number,View_Count,Agent,Source_File,Title_1,Location_1,Price_1,Published_Date_1,Image_1,Rooms,Sqrm2
"10-р хороолол, цоглог хотхонд 49.95 мкв 2 өрөө",200 сая ₮,"УБ — Баянгол, 10-р хороолол",Байршил: Улаанбаатар — Баянгол — 10-р хороолол © Mapbox © OpenStreetMap Improve this map,Бүргэд,14.0,16.0,Паркет,1 тагттай,2012.0,Байхгүй,Вакум,2.0,,Цахилгаан шаттай,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,"10-р хороолол, Цоглог хотхонд 49.95 мкв 2 өрөө орон сууц худалдана. 💰200 сая ₮ 💵4 сая ₮/мкв 🔹 16/14 давхарт 🔹хойш харсан 1, баруун харсан 1 цонх, 1 тагттай",https://cdn1.unegui.mn/media/cache1/01/a5/01a5b40e1b01836ab279933ac4fe7476.webp https://cdn1.unegui.mn/media/cache1/16/e5/16e5a97c2f752dbfd17d5b0edcfc6fb4.webp https://cdn1.unegui.mn/media/cache1/50/2f/502f49a343a90371f5c7230b9e70c9b9.webp https://cdn1.unegui.mn/media/cache1/10/7d/107d4b0f3845665a6b620dd7a14a04ab.webp https://cdn1.unegui.mn/media/cache1/07/54/075483f29f59b1ddf7cadacc5f60d7ec.webp https://cdn1.unegui.mn/media/cache1/53/b0/53b0bf357dc005f0c2b48f8424c1fed8.webp https://cdn1.unegui.mn/media/cache1/f6/63/f663df606ac360bd6da06aef49dc0151.webp https://cdn1.unegui.mn/media/cache1/98/bf/98bf92d260ebe982ad661ea10f760df0.webp https://cdn1.unegui.mn/media/cache1/ce/01/ce01585c4cb088e23bb27f7a3a02e2c7.webp https://cdn1.unegui.mn/media/cache1/c4/db/c4dbd28549e2e702c2be3e3420684685.webp https://cdn1.unegui.mn/media/cache1/8d/38/8d38609c01d5597d7db9464b6973f46b.webp https://cdn1.unegui.mn/media/cache1/3c/85/3c85b092d9877a62ddef059ac9801eb0.webp https://cdn1.unegui.mn/media/cache1/98/86/98868c6468f0861c337166c98b08140d.webp https://cdn1.unegui.mn/media/cache1/a7/8c/a78c32a06d4b1c0c4f63f5031926ef68.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9556886_10-r-khoroolol-tsoglog-khotkhond-49-95-mkv-2-oroo-oron-suuts-khudaldana/,https://www.unegui.mn/adv/9556886_10-r-khoroolol-tsoglog-khotkhond-49-95-mkv-2-oroo-oron-suuts-khudaldana/,Өнөөдөр,,9556886.0,Үзсэн : 13,,Unegui_page6.csv,"10-р хороолол, цоглог хотхонд 49.95 мкв 2 өрөө","УБ — Баянгол, 10-р хороолол",200 сая ₮,Нийтэлсэн: Өчигдөр 19:52,,2,49.95
Сбд хүүхдийн урлан бүтээх төвийн замын урд мogul tower-т 2 өрөө 70 мкв байр,580 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",Байршил: Улаанбаатар — Сүхбаатар — 6-р хороо © Mapbox © OpenStreetMap Improve this map,Бүргэд,15.0,17.0,Паркет,1 тагттай,2023.0,Байхгүй,Вакум,3.0,,Цахилгаан шаттай,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,"📍СБД, 6-р хороо, Хүүхдийн урлан бүиээх төвийн замын эсрэг талд байлах ""Mogul tower""-т 70 мкв 2 өрөө орон сууц худалдана. 💰Нийт үнэ: 580 сая ₮; ✅2023 онд ашиглалтанд орсон ✅️17 | 15 давхарт ✅️Урагш, хойш маш гоё харууцтай ✅️Газар хөдлөлтийн 8 баллд тэсвэртэй ✅️1-5давхартаа үйлчилгээний төвтэй ➕️Суурилсан тавилгууд болон цахилгаан хэрэгсэл бүгд үлдэнэ.",https://cdn1.unegui.mn/media/cache1/4c/f1/4cf13ce2a6adaa698af3d2e437642c16.webp https://cdn1.unegui.mn/media/cache1/b7/12/b712b3289586c105a71075fba22ce9cc.webp https://cdn1.unegui.mn/media/cache1/93/9f/939f5cb79321534f4b5a465252454f1b.webp https://cdn1.unegui.mn/media/cache1/ba/9a/ba9a9c863b680c2319bfeb2ddf4a0a2e.webp https://cdn1.unegui.mn/media/cache1/df/13/df13792fead0caefbb0eccb5ef908de0.webp https://cdn1.unegui.mn/media/cache1/99/65/99654a56513477fa66e51e8854cca437.webp https://cdn1.unegui.mn/media/cache1/b7/81/b7810e8b55e363f5635e3c6e56f7456b.webp https://cdn1.unegui.mn/media/cache1/8b/f7/8bf7b29fa23c878cd81629805c7d5745.webp https://cdn1.unegui.mn/media/cache1/97/d8/97d8ca1695b20da28310cd5e7a36bdd5.webp https://cdn1.unegui.mn/media/cache1/89/ed/89ed4d67f8690b0150f6de1f595c422f.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9860640_khuukhdiin-urlan-buteekh-toviin-zamyn-urd-bairlakh-mogul-tower-t-70-mkv-2-oroo/,https://www.unegui.mn/adv/9860640_khuukhdiin-urlan-buteekh-toviin-zamyn-urd-bairlakh-mogul-tower-t-70-mkv-2-oroo/,Өнөөдөр,,9860640.0,Үзсэн : 6,,Unegui_page6.csv,Сбд хүүхдийн урлан бүтээх төвийн замын урд мogul tower-т 2 өрөө 70 мкв байр,"УБ — Сүхбаатар, Сүхбаатар, Хороо 6",580 сая ₮,Нийтэлсэн: Өчигдөр 19:51,,2,70
Хүннү 2222 хорооллын 3-р ээлжний 1 давхарт 95.71 м.кв 4 өрөө орон сууц,669.97 сая ₮,"УБ — Хан-Уул, Хүннү",Байршил: Улаанбаатар — Хан-Уул — Хүннү © Mapbox © OpenStreetMap Improve this map,Бүргэд,1.0,23.0,Ламинат,2 тагттай,2023.0,Байхгүй,Вакум,6.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"ХҮННҮ 2222 хорооллын 3-р ээлжний 1 давхарт 95.71 м.кв 4 өрөө орон сууц худалдана. 📍Байршил: ХУД, 18-р хороо, Хүннү-2222 хороолол, 3-р ээлж, Канад сургуулийн зүүн талд. 💰 Нийт үнэ: 669,970,000 ₮; 💵 1 м.кв үнэ: 7,000,000 ₮; ✅ 25/1 давхарт | 95.71 м.кв | 4 өрөө; ✔️ Зочны өрөө, Гал тогоо, Мастер унтлагын өрөө, 2 унтлагын өрөө, 2 тагт, Ариун цэврийн өрөө, Үүдний хэсэг; 🗓️ 2023.08 сард ашиглалтад орсон; ✔️ Гэрчилгээ бэлэн; ✔️ Бэлэн болон банкны зээлээр худалдана; ✔️ Цонхны байрлал: Урагшаа болон хойшоо харсан; ✔️ Өмнө нь эмнэлэгийн зориулалтаар үйл ажиллагаа явуулж байсан тул бүх өрөөнд угаалтуур гаргасан; ✔️ Эмнэлэг, гоо сайхан, сургалтын төвийн чиглэлээр үйл ажиллагаа явуулахад тохиромжтой; ✔️ Маш цэвэрхэн, нүүж ороход бэлэн;",https://cdn1.unegui.mn/media/cache1/1a/e0/1ae0c7789131a3de05581c6125e2e017.webp https://cdn1.unegui.mn/media/cache1/24/c2/24c242e0e8bfefca4549c08facab07c7.webp https://cdn1.unegui.mn/media/cache1/14/92/1492b2646a37253137e2663dbba0972e.webp https://cdn1.unegui.mn/media/cache1/6c/3c/6c3c317a4ff72f3193914136697d00a4.webp https://cdn1.unegui.mn/media/cache1/99/01/99018fe693a9519d87ba8c81d13048ff.webp https://cdn1.unegui.mn/media/cache1/76/38/7638d19abdbf9a652ee9b419826038c7.webp https://cdn1.unegui.mn/media/cache1/07/20/0720be757493900c74d5d8be57a81d95.webp https://cdn1.unegui.mn/media/cache1/6e/44/6e446548d5c8aa7ea9213d4bbc462328.webp https://cdn1.unegui.mn/media/cache1/02/a5/02a5df3fb24b36871eb27c896331b85d.webp https://cdn1.unegui.mn/media/cache1/75/12/7512f2267963abebf162d9611da7c478.webp https://cdn1.unegui.mn/media/cache1/7c/74/7c74e02ff0f7cfd8cc556ec6f98f7c81.webp https://cdn1.unegui.mn/media/cache1/ee/0d/ee0db976f73d231034a6e6ab31a74088.webp https://cdn1.unegui.mn/media/cache1/df/bd/dfbdd8ddddadebf139ba212cc3f16ef0.webp https://cdn1.unegui.mn/media/cache1/90/1d/901d5c49cb078e5ff0817cad0ec0e8ba.webp https://cdn1.unegui.mn/media/cache1/aa/8c/aa8c513b104e0dfd06f1c14a790cbf8a.webp https://cdn1.unegui.mn/media/cache1/67/cb/67cb3f1dba576b2605f000da4c56a17e.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9857440_khunnu-2222-khoroollyn-3-r-eelzhnii-1-davkhart-95-71-m-kv-4-oroo-oron-suuts-khudaldana/,https://www.unegui.mn/adv/9857440_khunnu-2222-khoroollyn-3-r-eelzhnii-1-davkhart-95-71-m-kv-4-oroo-oron-suuts-khudaldana/,Өнөөдөр,,9857440.0,Үзсэн : 5,,Unegui_page6.csv,Хүннү 2222 хорооллын 3-р ээлжний 1 давхарт 95.71 м.кв 4 өрөө орон сууц,"УБ — Хан-Уул, Хүннү",669.97 сая ₮,Нийтэлсэн: Өчигдөр 19:51,,4,
"Зайсан, jardin residence-д 161.84 мкв 4 өрөө",1.06 Тэрбум ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Байршил: Улаанбаатар — Хан-Уул — 11-р хороо © Mapbox © OpenStreetMap Improve this map,Төмөр вакум,5.0,6.0,Паркет,2 тагттай,2016.0,Байгаа,Вакум,5.0,,Цахилгаан шаттай,Бэлэн төлөлтөөр зарах боломжтой,Ашиглалтад орсон,"Зайсан, Jardin Residence-д 4 өрөө орон сууц худалдана. 💰 Үнэ: 1,064,200,000₮ 📐 Нийт талбай: 161.84 м² 🛋 Өрөөний зохион байгуулалт: Зочны өрөө, гал тогоо, 3 унтлагын өрөө, 2 ариун цэврийн өрөө, 2 тагт 🏢 Давхар: 6 давхарын 5 давхарт 🚗 Гаражийн үнэ: 70 сая төгрөг 💳 Төлбөрийн нөхцөл: Бэлэн болон банкны зээл Давуу талууд: Баруун, зүүн харсан харууцтай, агаар сэлгэлт сайтай Дулаан, харуул хамгаалалт, СӨХ сайн Хотхон дотроо фитнес, бассейн, гоо сайхан, спа үйлчилгээтэй Эрүүл агаартай, нам гүм 📍ХУД, 11-р хороо, Америк сургуулийн хойно",https://cdn1.unegui.mn/media/cache1/7f/10/7f1073013371de3382dd9bf9458e5b53.webp https://cdn1.unegui.mn/media/cache1/b4/99/b4992252b5c044c5b75c2a9646d0f99d.webp https://cdn1.unegui.mn/media/cache1/f2/eb/f2eb61a27a9c5a7fb1635124fa4c21c5.webp https://cdn1.unegui.mn/media/cache1/ef/e3/efe37997da9657c78b728996812ad364.webp https://cdn1.unegui.mn/media/cache1/49/7a/497a668120c3b5bc0910c1964c8b5b91.webp https://cdn1.unegui.mn/media/cache1/98/ad/98add5e5ebf92596861a46e6dbcba280.webp https://cdn1.unegui.mn/media/cache1/10/67/106793a7079a3d5a5ab0d3b8eaf7766d.webp https://cdn1.unegui.mn/media/cache1/ca/8c/ca8c7ff5efb93319998c21dbb243acbe.webp https://cdn1.unegui.mn/media/cache1/f8/bd/f8bdf8109410db293cd41567afc2e6c7.webp https://cdn1.unegui.mn/media/cache1/90/3c/903ceecab51d8aa27a9c1e9253c3bc8a.webp https://cdn1.unegui.mn/media/cache1/35/fb/35fbae44836d8747be694cf200434add.webp https://cdn1.unegui.mn/media/cache1/ca/f6/caf69958955013b04b739e564d88cb8c.webp https://cdn1.unegui.mn/media/cache1/36/f3/36f30f7861def8934bf8a64951dfdd98.webp https://cdn1.unegui.mn/media/cache1/5c/3a/5c3af60d377f3be38f4a960a70626ee8.webp https://cdn1.unegui.mn/media/cache1/a9/d7/a9d7361596b073f6508ab10c97406f14.webp https://cdn1.unegui.mn/media/cache1/e8/8f/e88f91a7b0f36280d35cc41891c324fe.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9731919_zaisangiin-tsever-agaart-jardin-residence-d-tokhilog-4-oroo-oron-suuts/,https://www.unegui.mn/adv/9731919_zaisangiin-tsever-agaart-jardin-residence-d-tokhilog-4-oroo-oron-suuts/,Өнөөдөр,,9731919.0,Үзсэн : 4,,Unegui_page6.csv,"Зайсан, jardin residence-д 161.84 мкв 4 өрөө","УБ — Хан-Уул, Хан-Уул, Хороо 11",1.06 Тэрбум ₮,Нийтэлсэн: Өчигдөр 19:50,,4,161.84
Бзд 2 өрөө байр 59.5мкв,226.1 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 28",Байршил: Улаанбаатар — Баянзүрх — 28-р хороо © Mapbox © OpenStreetMap Improve this map,Бүргэд,3.0,9.0,Паркет,1 тагттай,2012.0,Байхгүй,Вакум,2.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"Төв зам дагуу автобусны буудал, сургууль, цэцэрлэг, эмнэлэг, үйлчилгээний төвтэй ойрхон.",https://cdn1.unegui.mn/media/cache1/8e/a9/8ea929aa9a2badd4ac8a529232d98309.webp https://cdn1.unegui.mn/media/cache1/de/27/de270d2e3ec27d44f11e288892a77093.webp https://cdn1.unegui.mn/media/cache1/f6/ea/f6ea3cf1654d46d64fa94d81c9efb2be.webp https://cdn1.unegui.mn/media/cache1/7e/5f/7e5f10c9493e93d5db2cc76ee3cca939.webp,,https://www.unegui.mn/adv/9960742_2-oroo-bair-zarna/,https://www.unegui.mn/adv/9960742_2-oroo-bair-zarna/,Өнөөдөр,,9960742.0,Үзсэн : 15,,Unegui_page6.csv,Бзд 2 өрөө байр 59.5мкв,"УБ — Баянзүрх, Баянзүрх, Хороо 28",226.1 сая ₮,Нийтэлсэн: Өчигдөр 19:50,,2,59.5
Japan town c1 блок-т 111.68 мкв 4 өрөө орон сууц,872 сая ₮,"УБ — Хан-Уул, Japan town",Байршил: Улаанбаатар — Хан-Уул — Japan town © Mapbox © OpenStreetMap Improve this map,Бүргэд,4.0,7.0,Паркет,1 тагттай,2011.0,Байгаа,Вакум,7.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"🇯🇵 JAPAN TOWN – C1 БЛОК 🇯🇵 ✨ Хотын төвийн А зэрэглэлийн бүсэд байрлалтай, чанар стандарт сайтай орон сууц! 💰 Үнэ: 872 сая ₮ 🚗 Дулаан зогсоол: 60 сая ₮ 🏡 111.68 м² | 4 өрөө орон сууц худалдана 📄 Гэрчилгээ бэлэн – Банк болон бэлэн төлөлтөөр 📍 Japan Town – C1 🏢 Давхар: 7/4 🌅 Цонхны байрлал: Урагшаа 4, баруун тийш 3 цонхтой 🪄 Төлөвлөлт ба зохион байгуулалт • 3 унтлагын өрөө • 1 зочны өрөө • Гал тогоо тусдаа • 2 ариун цэврийн өрөө • 1 хувцасны өрөө • Балкон 🍀 Цаг товлон үзэх боломжтой!",https://cdn1.unegui.mn/media/cache1/81/8c/818cc6bad0156b5da291938faa23c72d.webp https://cdn1.unegui.mn/media/cache1/05/01/050116bc935c4c846bd160cec2986d2f.webp https://cdn1.unegui.mn/media/cache1/47/62/4762b96aff1a3b9af9b619048d7b5dcf.webp https://cdn1.unegui.mn/media/cache1/cf/9b/cf9be67b6ca765b9c1bb56780ac03252.webp https://cdn1.unegui.mn/media/cache1/09/da/09dab6a74cc9c0e6655603b5cf4b11e5.webp https://cdn1.unegui.mn/media/cache1/4b/a8/4ba8cf5f3b18f882ee414edb6f920e65.webp https://cdn1.unegui.mn/media/cache1/40/73/4073cffd0e647271111aff87d9ccc080.webp https://cdn1.unegui.mn/media/cache1/46/a1/46a154e2f1a12084b4034fce93235b3e.webp https://cdn1.unegui.mn/media/cache1/d6/b2/d6b2e1d6f9a16eb2224c39398a95e8ce.webp https://cdn1.unegui.mn/media/cache1/b5/68/b56895ffba9db9d8c4432eb685b646c5.webp https://cdn1.unegui.mn/media/cache1/d4/75/d4751b693dd330692ce4303f841dde25.webp https://cdn1.unegui.mn/media/cache1/e4/9a/e49a4499088b4759446c934e4b1f104a.webp https://cdn1.unegui.mn/media/cache1/47/e3/47e34f5bc7d58684987666b30bd27ec4.webp https://cdn1.unegui.mn/media/cache1/7a/28/7a2810477abbd19818ca7aa9f4118559.webp https://cdn1.unegui.mn/media/cache1/32/91/32912cb4ef48c03170d0c04965192f73.webp https://cdn1.unegui.mn/media/cache1/22/dc/22dccc5b12af8a1c4ea5fa10cfffe758.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9849475_japan-town-c1-blok-t-111-68-mkv-4-oroo-oron-suuts-khudaldana/,https://www.unegui.mn/adv/9849475_japan-town-c1-blok-t-111-68-mkv-4-oroo-oron-suuts-khudaldana/,Өнөөдөр,,9849475.0,Үзсэн : 5,,Unegui_page6.csv,Japan town c1 блок-т 111.68 мкв 4 өрөө орон сууц,"УБ — Хан-Уул, Japan town",872 сая ₮,Нийтэлсэн: Өчигдөр 19:50,,4,111.68
Циркийн баруун талд байрлах time classic tower-т 102м.кв бүхий 3 өрөө орон сууц,759.02 сая ₮,"УБ — Сүхбаатар, Цирк",Байршил: Улаанбаатар — Сүхбаатар — Цирк © Mapbox © OpenStreetMap Improve this map,Бүргэд,7.0,24.0,Паркет,1 тагттай,2019.0,Байхгүй,Төмөр вакум,3.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"📍СБД, 3-р хороо, Циркийн баруун талд баырлах 𝐓𝐢𝐦𝐞 𝐂𝐥𝐚𝐬𝐬𝐢𝐜 𝐓𝐨𝐰𝐞𝐫-т 102.57 мкв бүхий 3 өрөө орон сууцыг худалдана. 💰Нийт үнэ: 760 сая ₮ 💵мкв-ын үнэ: 7.4 сая ₮ 🔹 7 | 24давхарт 🔹Баруун харсан 2 цонх, 1 тагттай Гал тогооны тавилга, хувцасны шүүгэйтэй 🔹Гэрчилгээ бэлэн 🔹2019/12 сард ашиглалтанд орсон 🔹1-3 давхартаа үйлчилгээний төвтэй 🔹В1, 4-6 давхартаа зогсоолтой",https://cdn1.unegui.mn/media/cache1/61/17/611760134d0ce0be84beb811f8240e9a.webp https://cdn1.unegui.mn/media/cache1/6e/09/6e0922f38d3dc0c3276f50965b0a82da.webp https://cdn1.unegui.mn/media/cache1/a2/68/a2689a07b66a0fc67a322b3cff3ddb92.webp https://cdn1.unegui.mn/media/cache1/d5/75/d5755ff3b5777861b681bf79ede9fb6b.webp https://cdn1.unegui.mn/media/cache1/b1/34/b134cb1a483f4ad9ab2e3d23fc49df31.webp https://cdn1.unegui.mn/media/cache1/a6/53/a653832d319c5c2794b7ae0afe3e5ca1.webp https://cdn1.unegui.mn/media/cache1/f0/e4/f0e4ab6ef417ec676891ca687fe3e574.webp https://cdn1.unegui.mn/media/cache1/ec/fb/ecfb8b1cab8708d460023307df3532f8.webp https://cdn1.unegui.mn/media/cache1/f2/f2/f2f27fa5d0c15ee2e5494dabc96464f9.webp https://cdn1.unegui.mn/media/cache1/cd/f8/cdf8c9fa1e9d47edc1cf165aa6e0067e.webp https://cdn1.unegui.mn/media/cache1/53/87/538780f0002e80d8b75234fdcf2b48a7.webp https://cdn1.unegui.mn/media/cache1/dd/91/dd9132cb44833c7e96c59ba7f99eb5a0.webp https://cdn1.unegui.mn/media/cache1/db/df/dbdf797a0a2f8b914d9cad84ad134e03.webp https://cdn1.unegui.mn/media/cache1/d8/da/d8da185375041cc70ff4d59a15fd732e.webp https://cdn1.unegui.mn/media/cache1/bc/dc/bcdcf0a333a4e259cd7dc573a1385088.webp https://cdn1.unegui.mn/media/cache1/00/ca/00ca7221a4d023e7bb106e947f7ffd60.webp https://cdn1.unegui.mn/media/cache1/9c/c8/9cc85f69fd9b0d8a3dc3d098578ac6e9.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9860527_tsirkiin-baruun-tald-bairlakh-time-classic-tower-t-102m-kv-bukhii-3-oroo-oron-suuts/,https://www.unegui.mn/adv/9860527_tsirkiin-baruun-tald-bairlakh-time-classic-tower-t-102m-kv-bukhii-3-oroo-oron-suuts/,Өнөөдөр,,9860527.0,Үзсэн : 11,,Unegui_page6.csv,Циркийн баруун талд байрлах time classic tower-т 102м.кв бүхий 3 өрөө орон сууц,"УБ — Сүхбаатар, Цирк",759.02 сая ₮,Нийтэлсэн: Өчигдөр 19:50,,3,
"Худ 15-р хороо solaris residence хотхонд 117,45 мкв 4 өрөө орон сууц",845.64 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Байршил: Улаанбаатар — Хан-Уул — 15-р хороо © Mapbox © OpenStreetMap Improve this map,Бүргэд,2.0,17.0,Паркет,1 тагттай,2024.0,Байхгүй,Вакум,5.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"📍ХУД 15-р хороо SOLARIS RESIDENCE хотхонд 117,45м2 4 өрөө орон сууц худалдана. 💰Нийт үнэ: 845,640,000 ₮ 💵мкв-ын үнэ: 7.2 сая ₮ ✔️2024 онд ашиглалтанд орсон. ✔️ 17/2 давхарт ✔️Урагшаа 2 , Зүүн буюу хотхон руугаа харсан 3 цонхтой ✔️Мастер унтлаганы өрөөтэй, цэлгэр том өрөөнүүдтэй. • Singapore school of Mongolia, Орчлон сургууль, Hobby сургууль, Canada сургууль, улсын 130-р сургууль, 218-р цэцэрлэг",https://cdn1.unegui.mn/media/cache1/77/0b/770b1e50468fc928b36bc665a26edc07.webp https://cdn1.unegui.mn/media/cache1/5d/29/5d293acc7f14ff2d4fb04abf5289113c.webp https://cdn1.unegui.mn/media/cache1/3b/84/3b84ddf697e8cd5260b05938307c9906.webp https://cdn1.unegui.mn/media/cache1/79/5a/795a5d0d86b5b2cbd770fe8ad35c48e8.webp https://cdn1.unegui.mn/media/cache1/2b/06/2b0682aff74589fa79fac0ef5fe8bb39.webp https://cdn1.unegui.mn/media/cache1/f6/d6/f6d6641bcc5abdad0d9f19ab42f5a10e.webp https://cdn1.unegui.mn/media/cache1/2a/0b/2a0b3387f6d1d1548bf333889ee5fdf9.webp https://cdn1.unegui.mn/media/cache1/90/99/90996008b874df990c392521a0b08cb3.webp https://cdn1.unegui.mn/media/cache1/1b/b5/1bb506cbd3789ef3326427df4a0f789f.webp https://cdn1.unegui.mn/media/cache1/54/49/54490a37d9891d06b38f087eb1b77034.webp https://cdn1.unegui.mn/media/cache1/c3/e5/c3e53b37683680dd7d59f1513a94c653.webp https://cdn1.unegui.mn/media/cache1/1b/f7/1bf71465a22dbb250683b3254535d574.webp https://cdn1.unegui.mn/media/cache1/50/ff/50ffb58f2cbfcdedc20d327107b79533.webp https://cdn1.unegui.mn/media/cache1/8f/b0/8fb0272d27faf17c65b7fcbc71b969b7.webp https://cdn1.unegui.mn/media/cache1/3d/69/3d691d3ebb415cc4644fe558d7483edd.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9875075_khud-15-r-khoroo-solaris-residence-khotkhond-117-45-mkv-4-oroo-oron-suuts-khudaldana/,https://www.unegui.mn/adv/9875075_khud-15-r-khoroo-solaris-residence-khotkhond-117-45-mkv-4-oroo-oron-suuts-khudaldana/,Өнөөдөр,,9875075.0,Үзсэн : 13,,Unegui_page6.csv,"Худ 15-р хороо solaris residence хотхонд 117,45 мкв 4 өрөө орон сууц","УБ — Хан-Уул, Хан-Уул, Хороо 15",845.64 сая ₮,Нийтэлсэн: Өчигдөр 19:49,,4,45
Улаанбаатар их дэлгүүрийн зүүн талд мастертай 87.32 мкв 3 өрөө,672.36 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 4",Байршил: Улаанбаатар — Сүхбаатар — 4-р хороо © Mapbox © OpenStreetMap Improve this map,Бүргэд,5.0,7.0,Паркет,1 тагттай,2025.0,Байхгүй,Вакум,4.0,,Цахилгаан шаттай,Банкны зээлээр авах боломжтой,Ашиглалтад орсон,"Сбд, 4-р хороо, уб их дэлгүүрийн зүүн талд байрлах 2025 онд ашиглалтанд орсон 87.32 мкв мастертай 3 өрөө орон сууц худалдана. 💰Нийт үнэ: 672,364,000 ₮; мкв-ын үнэ: 7.7 сая ₮; /бэлэн болон банкны зээлээр авах боломжтой./ ✔️ 7/5 давхарт | 87.32мкв | 3 өрөө ✔️ 2025он | гэрчилгээ бэлэн ✔️ зочны өрөө, гал тогооны хэсэг, мастер унтлагын өрөө, хүүхдийн унтлагын өрөө, ариун цэврийн өрөө ✔️ урагшаа болон баруун харууцтай ✔️ нийслэлийн 1,11,45-р сургууль, сант, орос 3-р сургууль, 1-р цэцэрлэгтэй ойрхон, ✔️томоохон худалдааны төвүүд, эмнэлэгтэй ойрхон. ✔️хяналтын камер болон нэгдсэн харуул хамгаалалттай",https://cdn1.unegui.mn/media/cache1/b4/2d/b42def360c8589c7fe6681e8c9a02ea6.webp https://cdn1.unegui.mn/media/cache1/c0/5c/c05c5a225a5a539723dc9e68245eda09.webp https://cdn1.unegui.mn/media/cache1/e1/5d/e15db67846c3f017519e3727eac4081b.webp https://cdn1.unegui.mn/media/cache1/ef/8c/ef8c3a76a69d2a6ee1c257884c665cef.webp https://cdn1.unegui.mn/media/cache1/ea/ce/eace06dfc941dfb464949aff964dd713.webp https://cdn1.unegui.mn/media/cache1/b2/a5/b2a531ab3b25911bcd9f1153c3d7c934.webp https://cdn1.unegui.mn/media/cache1/6b/b2/6bb2416e68eada740495aa578e60dd65.webp https://cdn1.unegui.mn/media/cache1/80/26/8026b06702fc1afa98995778570dfb55.webp https://cdn1.unegui.mn/media/cache1/9f/58/9f58b8e2374642b46b170339fd89fe72.webp https://cdn1.unegui.mn/media/cache1/ab/10/ab10159bb2d023c7ad31d5307a22855f.webp https://cdn1.unegui.mn/media/cache1/fe/54/fe54a4c34fbcc5ad1086bf5ac303620f.webp https://cdn1.unegui.mn/media/cache1/66/3e/663ec33f487e92bcc7a97c0b9d4eda2a.webp https://cdn1.unegui.mn/media/cache1/e1/fa/e1fae70c3275cb93a4c7361fe698a9cb.webp https://cdn1.unegui.mn/media/cache1/9e/71/9e719d2413f040dcdc3cf247002d56e8.webp https://cdn1.unegui.mn/media/cache1/d7/53/d75389f82eb8b5b318f70694261dcb55.webp https://cdn1.unegui.mn/media/cache1/e5/57/e557c767696bd243341e54bc07232677.webp,https://cdn1.unegui.mn/media/cache1/3c/0f/3c0f2b5e446dadf34910494bc04ef1eb.webp,https://www.unegui.mn/adv/9875714_ulaanbaatar-ikh-delguuriin-zuun-tald-87-32-6810mkv-shine-mastertai-3-oroo-oron-suu/,https://www.unegui.mn/adv/9875714_ulaanbaatar-ikh-delguuriin-zuun-tald-87-32-6810mkv-shine-mastertai-3-oroo-oron-suu/,Өнөөдөр,,9875714.0,Үзсэн : 23,,Unegui_page6.csv,Улаанбаатар их дэлгүүрийн зүүн талд мастертай 87.32 мкв 3 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 4",672.36 сая ₮,Нийтэлсэн: Өчигдөр 19:48,,3,87.32
